TASK_CODE,ACTIVITY_CODE,DESCRIPTION
TR440,A103,Preparing declaration of use and renewal documentation
TR440,A103,Preparing declaration of use and renewal documentation
TR440,A101,Preparing declaration of use and renewal documentation
TR440,A102,Drafting response to descriptiveness refusal
TR440,A102,Monitoring trademark docket and updating deadlines
TR440,A101,Conducting preliminary trademark clearance search
TR440,A101,Conducting preliminary trademark clearance search
TR440,A101,Responding to USPTO Office Action regarding likelihood of confusion
TR440,A106,Responding to USPTO Office Action regarding likelihood of confusion
TR440,A103,Drafting and filing USPTO trademark application
TR440,A102,Conducting preliminary trademark clearance search
TR440,A105,Preparing declaration of use and renewal documentation
TR440,A103,Conducting preliminary trademark clearance search
TR440,A102,Responding to USPTO Office Action regarding likelihood of confusion
TR440,A101,Conducting preliminary trademark clearance search
TR440,A105,Preparing declaration of use and renewal documentation
TR440,A103,Drafting cease and desist letter regarding mark infringement
TR440,A107,Coordinating foreign trademark filings with local counsel
TR440,A102,Drafting cease and desist letter regarding mark infringement
TR440,A106,Advising client on Madrid Protocol filing strategy
TR440,A103,Preparing declaration of use and renewal documentation
TR440,A105,Responding to USPTO Office Action regarding likelihood of confusion
TR440,A107,Coordinating foreign trademark filings with local counsel
TR440,A102,Conducting preliminary trademark clearance search
TR440,A106,Reviewing specimen of use and drafting statement of use
TR440,A105,Responding to USPTO Office Action regarding likelihood of confusion
TR440,A103,Drafting and filing USPTO trademark application
TR440,A107,Drafting response to descriptiveness refusal
TR440,A105,Conducting preliminary trademark clearance search
TR440,A102,Drafting cease and desist letter regarding mark infringement
TR440,A101,Monitoring trademark docket and updating deadlines
TR440,A102,Drafting response to descriptiveness refusal
TR440,A103,Drafting and filing USPTO trademark application
TR440,A102,Advising client on Madrid Protocol filing strategy
TR440,A101,Drafting response to descriptiveness refusal
TR440,A101,Coordinating foreign trademark filings with local counsel
TR440,A103,Coordinating foreign trademark filings with local counsel
TR440,A105,Coordinating foreign trademark filings with local counsel
TR440,A105,Monitoring trademark docket and updating deadlines
TR440,A101,Responding to USPTO Office Action regarding likelihood of confusion
TR440,A107,Responding to USPTO Office Action regarding likelihood of confusion
TR440,A106,Advising client on Madrid Protocol filing strategy
TR440,A104,Monitoring trademark docket and updating deadlines
TR440,A103,Responding to USPTO Office Action regarding likelihood of confusion
TR440,A107,Preparing declaration of use and renewal documentation
TR440,A105,Drafting cease and desist letter regarding mark infringement
TR440,A107,Drafting cease and desist letter regarding mark infringement
TR440,A105,Responding to USPTO Office Action regarding likelihood of confusion
TR440,A102,Advising client on Madrid Protocol filing strategy
TR440,A106,Reviewing specimen of use and drafting statement of use
TR440,A101,Monitoring trademark docket and updating deadlines
TR440,A101,Responding to USPTO Office Action regarding likelihood of confusion
TR440,A107,Conducting preliminary trademark clearance search
TR440,A107,Preparing declaration of use and renewal documentation
TR440,A107,Conducting preliminary trademark clearance search
TR440,A103,Monitoring trademark docket and updating deadlines
TR440,A102,Conducting preliminary trademark clearance search
TR440,A104,Drafting response to descriptiveness refusal
TR440,A101,Reviewing specimen of use and drafting statement of use
TR440,A101,Drafting and filing USPTO trademark application
TR440,A106,Responding to USPTO Office Action regarding likelihood of confusion
TR440,A101,Coordinating foreign trademark filings with local counsel
TR440,A101,Drafting and filing USPTO trademark application
TR440,A102,Preparing declaration of use and renewal documentation
TR440,A105,Drafting response to descriptiveness refusal
TR440,A103,Responding to USPTO Office Action regarding likelihood of confusion
TR440,A103,Drafting cease and desist letter regarding mark infringement
TR440,A106,Drafting response to descriptiveness refusal
TR440,A103,Drafting and filing USPTO trademark application
TR440,A103,Drafting cease and desist letter regarding mark infringement
TR440,A106,Drafting response to descriptiveness refusal
TR440,A106,Responding to USPTO Office Action regarding likelihood of confusion
TR440,A101,Reviewing specimen of use and drafting statement of use
TR440,A104,Responding to USPTO Office Action regarding likelihood of confusion
TR440,A102,Drafting and filing USPTO trademark application
TR440,A105,Reviewing specimen of use and drafting statement of use
TR440,A107,Drafting and filing USPTO trademark application
TR440,A107,Coordinating foreign trademark filings with local counsel
TR440,A106,Reviewing specimen of use and drafting statement of use
TR440,A105,Coordinating foreign trademark filings with local counsel
TR440,A107,Coordinating foreign trademark filings with local counsel
TR440,A103,Preparing declaration of use and renewal documentation
TR440,A101,Drafting cease and desist letter regarding mark infringement
TR440,A106,Responding to USPTO Office Action regarding likelihood of confusion
TR440,A106,Responding to USPTO Office Action regarding likelihood of confusion
TR440,A107,Monitoring trademark docket and updating deadlines
TR440,A101,Conducting preliminary trademark clearance search
TR440,A107,Drafting and filing USPTO trademark application
TR440,A105,Drafting cease and desist letter regarding mark infringement
TR440,A105,Drafting cease and desist letter regarding mark infringement
TR440,A106,Drafting cease and desist letter regarding mark infringement
TR440,A102,Drafting and filing USPTO trademark application
TR440,A106,Conducting preliminary trademark clearance search
TR440,A101,Drafting response to descriptiveness refusal
TR440,A104,Coordinating foreign trademark filings with local counsel
TR440,A104,Coordinating foreign trademark filings with local counsel
TR440,A103,Drafting cease and desist letter regarding mark infringement
TR440,A106,Preparing declaration of use and renewal documentation
TR440,A106,Drafting cease and desist letter regarding mark infringement
TR440,A103,Advising client on Madrid Protocol filing strategy
TR440,A107,Drafting cease and desist letter regarding mark infringement
TR440,A104,Reviewing specimen of use and drafting statement of use
TR440,A103,Advising client on Madrid Protocol filing strategy
TR440,A101,Conducting preliminary trademark clearance search
TR440,A103,Drafting and filing USPTO trademark application
TR440,A106,Drafting cease and desist letter regarding mark infringement
TR440,A103,Drafting cease and desist letter regarding mark infringement
TR440,A102,Coordinating foreign trademark filings with local counsel
TR440,A103,Preparing declaration of use and renewal documentation
TR440,A101,Monitoring trademark docket and updating deadlines
TR440,A102,Responding to USPTO Office Action regarding likelihood of confusion
TR440,A101,Conducting preliminary trademark clearance search
TR440,A103,Drafting and filing USPTO trademark application
TR440,A107,Advising client on Madrid Protocol filing strategy
TR440,A101,Coordinating foreign trademark filings with local counsel
TR440,A105,Advising client on Madrid Protocol filing strategy
TR440,A105,Advising client on Madrid Protocol filing strategy
TR440,A103,Advising client on Madrid Protocol filing strategy
TR440,A105,Coordinating foreign trademark filings with local counsel
TR440,A103,Preparing declaration of use and renewal documentation
TR440,A107,Drafting cease and desist letter regarding mark infringement
TR440,A107,Conducting preliminary trademark clearance search
TR440,A102,Drafting response to descriptiveness refusal
TR440,A107,Conducting preliminary trademark clearance search
TR440,A104,Coordinating foreign trademark filings with local counsel
TR440,A102,Reviewing specimen of use and drafting statement of use
TR440,A102,Advising client on Madrid Protocol filing strategy
TR440,A103,Monitoring trademark docket and updating deadlines
TR440,A101,Preparing declaration of use and renewal documentation
TR440,A103,Advising client on Madrid Protocol filing strategy
TR440,A102,Coordinating foreign trademark filings with local counsel
TR440,A101,Reviewing specimen of use and drafting statement of use
TR440,A107,Monitoring trademark docket and updating deadlines
TR440,A101,Advising client on Madrid Protocol filing strategy
TR440,A101,Drafting cease and desist letter regarding mark infringement
TR440,A105,Drafting and filing USPTO trademark application
TR440,A102,Drafting response to descriptiveness refusal
TR440,A103,Drafting response to descriptiveness refusal
TR440,A102,Drafting cease and desist letter regarding mark infringement
